t_s,ax_raw_g,ay_raw_g,az_raw_g,gx_raw_dps,gy_raw_dps,gz_raw_dps,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps,mpu_temp_c,roll_deg,pitch_deg,bx_uT,by_uT,bz_uT,mag_uT,bx_cal_uT,by_cal_uT,bz_cal_uT,mag_cal_uT,yaw_flat_deg,yaw_tilt_deg,mahony_roll_deg,mahony_pitch_deg,mahony_yaw_deg,bmp_temp_c,pressure_pa,altitude_m,imu_dt_us,mag_dt_us,bmp_dt_us,imu_mag_dt_us,imu_bmp_dt_us
1.257,0.010742,0.008789,0.952393,2.244275,-0.045802,0.335878,0.026303,-0.009091,0.986817,0.683757,0.657776,-0.174141,41.521,-0.528,-1.527,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,14.857,-0.528,-1.527,14.857,24.920,100665.45,-140.717,1965,3578,4836,1613,2871
1.377,-0.007324,0.003418,0.980957,2.167939,0.000000,0.366412,0.008135,-0.014569,1.015118,0.607744,0.703983,-0.143780,41.527,-0.462,-1.423,33.2110,-11.1009,29.8165,45.9916,37.3616,-9.9072,35.7584,52.6564,14.851,14.778,-0.483,-1.316,14.833,24.920,100666.05,-140.764,1958,3568,4874,1610,2916
1.497,-0.001709,0.002441,0.969482,2.259542,-0.061069,0.351145,0.013703,-0.015458,1.003726,0.697894,0.641091,-0.158266,41.501,-0.388,-1.334,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,14.781,-0.439,-1.177,14.805,24.920,100666.48,-140.801,1970,3572,4883,1602,2913
1.617,-0.014893,0.004150,0.973389,2.274809,0.015267,0.320611,0.000573,-0.013459,1.007671,0.713161,0.717427,-0.188800,41.501,-0.312,-1.224,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,14.782,-0.383,-0.956,14.773,24.920,100666.48,-140.801,1965,3574,4880,1609,2915
1.737,-0.000244,0.001709,0.970703,2.213740,-0.106870,0.320611,0.015149,-0.016258,1.004920,0.654192,0.597923,-0.189929,41.539,-0.248,-1.146,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,14.863,-0.365,-0.875,14.746,24.920,100666.31,-140.786,1974,3576,4878,1602,2904
1.857,0.000488,-0.016846,0.984375,2.305344,-0.030534,0.351145,0.015383,-0.035136,1.018267,0.744180,0.672233,-0.158526,41.509,-0.195,-1.062,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,14.890,-0.465,-0.794,14.726,24.920,100665.98,-140.759,1961,3565,4878,1604,2917
1.977,-0.001465,0.007324,0.960205,2.442748,-0.335878,0.290076,0.014068,-0.010379,0.994591,0.880939,0.366079,-0.219248,41.498,-0.099,-1.014,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,14.923,-0.365,-0.755,14.687,24.920,100665.81,-140.743,1969,3575,4880,1606,2911
2.097,-0.002197,-0.001709,0.973389,2.259542,0.091603,0.335878,0.013104,-0.019680,1.007554,0.698863,0.794978,-0.174054,41.518,-0.037,-0.915,33.2110,-11.1927,29.8165,46.0138,37.3610,-10.0131,35.7579,52.6757,15.003,15.193,-0.381,-0.656,14.678,24.920,100665.31,-140.701,1965,3569,4874,1604,2909
2.217,-0.028809,0.000488,0.977051,2.351145,-0.137405,0.274809,-0.013441,-0.016806,1.011324,0.789820,0.565160,-0.234776,41.506,0.037,-0.815,33.3945,-11.2844,29.8165,46.1688,37.5779,-10.1178,35.7630,52.8532,15.069,15.302,-0.366,-0.415,14.663,24.920,100665.75,-140.738,1968,3570,4881,1602,2913
2.337,-0.002686,0.003174,0.978516,2.259542,-0.061069,0.335878,0.012763,-0.014892,1.012678,0.698379,0.641698,-0.173793,41.509,0.102,-0.737,33.3945,-11.2844,29.8165,46.1688,37.5779,-10.1178,35.7630,52.8532,15.069,15.340,-0.350,-0.372,14.654,24.920,100666.08,-140.764,1963,3571,4878,1608,2915
2.457,-0.005371,-0.000488,0.971924,2.244275,-0.091603,0.351145,0.009962,-0.018337,1.006131,0.683434,0.611569,-0.158700,41.515,0.159,-0.662,33.3027,-11.2844,29.8165,46.1024,37.4692,-10.1184,35.7602,52.7742,15.112,15.417,-0.365,-0.319,14.650,24.920,100666.41,-140.796,1972,3574,4876,1602,2904
2.577,-0.003418,-0.003906,0.965820,2.244275,0.015267,0.366412,0.011808,-0.021680,1.000049,0.684241,0.719453,-0.143867,41.530,0.212,-0.578,33.2110,-11.1927,29.8165,46.0138,37.3610,-10.0131,35.7579,52.6757,15.003,15.334,-0.394,-0.274,14.640,24.920,100666.41,-140.796,1961,3565,4878,1604,2917
2.697,-0.000244,0.002441,0.969238,2.244275,-0.091603,0.366412,0.015167,-0.015494,1.003478,0.684080,0.612380,-0.143780,41.527,0.270,-0.512,33.3945,-11.1927,29.7248,46.0872,37.5757,-10.0124,35.6524,52.7568,14.920,15.283,-0.370,-0.272,14.622,24.920,100666.16,-140.775,1969,3575,4880,1606,2911
2.817,-0.007812,-0.003906,0.958740,2.290076,0.045802,0.351145,0.007400,-0.021402,0.993062,0.729559,0.749379,-0.158873,41.521,0.326,-0.422,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,15.159,-0.379,-0.202,14.595,24.920,100666.31,-140.786,1965,3569,4874,1604,2909
2.937,0.006348,0.006836,0.964600,2.290076,-0.061069,0.351145,0.021875,-0.011184,0.998899,0.729720,0.642711,-0.158960,41.524,0.392,-0.363,33.3945,-11.1927,29.7248,46.0872,37.5757,-10.0124,35.6524,52.7568,14.920,15.355,-0.325,-0.251,14.578,24.920,100665.89,-140.754,1968,3570,4881,1602,2913
3.057,-0.012695,0.002686,0.981689,2.152672,-0.015267,0.305344,0.002744,-0.015166,1.015861,0.591509,0.687500,-0.204328,41.509,0.437,-0.278,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,15.265,-0.318,-0.157,14.553,24.920,100665.55,-140.722,1963,3571,4878,1608,2915
3.177,0.003662,0.000000,0.953369,2.274809,0.030534,0.427481,0.018976,-0.017704,0.987731,0.713484,0.733099,-0.082104,41.506,0.492,-0.208,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,15.448,-0.326,-0.180,14.553,24.920,100665.72,-140.738,1972,3574,4876,1602,2904
3.297,-0.014893,0.003174,0.974854,2.167939,0.000000,0.366412,0.000548,-0.014467,1.009111,0.607260,0.703375,-0.143519,41.518,0.537,-0.122,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,15.467,-0.322,-0.075,14.546,24.920,100666.22,-140.780,1961,3565,4878,1604,2917
3.417,-0.004150,-0.003418,0.963135,2.351145,-0.061069,0.335878,0.011084,-0.021113,0.997399,0.789336,0.640888,-0.173447,41.498,0.595,-0.057,33.3027,-11.1009,29.6330,45.9393,37.4647,-9.9076,35.5391,52.5813,14.813,15.352,-0.334,-0.066,14.525,24.920,100666.29,-140.786,1969,3575,4880,1606,2911
3.537,-0.016113,0.001953,0.973633,2.290076,-0.015267,0.320611,-0.000709,-0.015627,1.007896,0.729881,0.688715,-0.189582,41.527,0.651,0.026,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,15.532,-0.322,0.032,14.512,24.920,100666.62,-140.812,1965,3569,4874,1604,2909
3.657,0.009766,0.007080,0.963867,2.122137,-0.106870,0.335878,0.025299,-0.011021,0.998160,0.561296,0.596302,-0.173967,41.515,0.691,0.067,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,15.557,-0.301,-0.073,14.501,24.920,100666.45,-140.796,1968,3570,4881,1602,2913
3.777,-0.010986,0.006104,0.975098,2.183206,-0.045802,0.305344,0.004538,-0.011652,1.009362,0.622527,0.657573,-0.204588,41.518,0.737,0.138,33.3027,-11.1927,29.6330,45.9616,37.4641,-10.0134,35.5386,52.6006,14.964,15.580,-0.282,-0.013,14.490,24.920,100666.62,-140.812,1963,3571,4878,1608,2915
3.897,-0.001465,0.008301,0.968506,2.213740,-0.076336,0.396947,0.014111,-0.009582,1.002816,0.652738,0.626634,-0.112812,41.512,0.788,0.192,33.2110,-11.1009,29.8165,45.9916,37.3616,-9.9072,35.7584,52.6564,14.851,15.506,-0.242,-0.031,14.483,24.910,100666.03,-140.764,1972,3574,4876,1602,2904
4.017,-0.009766,0.000732,0.974609,2.137405,-0.076336,0.381679,0.005606,-0.017049,1.008821,0.576725,0.627039,-0.128252,41.518,0.821,0.256,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,15.475,-0.267,0.011,14.475,24.910,100666.69,-140.817,1961,3565,4878,1604,2917
4.137,-0.013428,0.002686,0.976562,2.259542,0.000000,0.412214,0.002003,-0.015034,1.010790,0.699024,0.703577,-0.097805,41.521,0.870,0.331,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,15.456,-0.256,0.082,14.466,24.910,100666.59,-140.812,1969,3576,4880,1607,2911
4.257,-0.006592,0.001709,0.968994,2.274809,-0.030534,0.305344,0.008798,-0.016041,1.003259,0.714130,0.672840,-0.204588,41.518,0.918,0.394,33.3027,-11.2844,29.7248,46.0432,37.4664,-10.1189,35.6492,52.6971,15.114,15.825,-0.273,0.098,14.467,24.910,100666.93,-140.838,1965,3569,4874,1604,2909
4.377,-0.013428,-0.001953,0.974365,2.351145,0.000000,0.351145,0.001868,-0.019627,1.008571,0.790789,0.703780,-0.158960,41.524,0.970,0.467,33.3945,-11.1927,29.7248,46.0872,37.5757,-10.0124,35.6524,52.7568,14.920,15.661,-0.290,0.161,14.460,24.910,100666.83,-140.828,1968,3570,4881,1602,2913
4.497,-0.001953,0.003662,0.960449,2.167939,-0.045802,0.305344,0.013477,-0.014034,0.994800,0.606937,0.657168,-0.204415,41.512,1.006,0.519,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,15.530,-0.280,0.127,14.436,24.910,100667.00,-140.844,1963,3571,4878,1608,2915
4.617,-0.012939,0.000977,0.978027,2.229008,-0.122137,0.381679,0.002445,-0.016789,1.012221,0.667683,0.580427,-0.127905,41.506,1.046,0.574,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,15.551,-0.284,0.166,14.424,24.910,100667.44,-140.881,1971,3573,4875,1602,2904
4.737,-0.016113,-0.002930,0.989258,2.229008,0.000000,0.396947,-0.000819,-0.020850,1.023312,0.668006,0.702970,-0.112812,41.512,1.080,0.646,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,15.713,-0.321,0.239,14.423,24.910,100668.09,-140.939,1961,3565,4878,1604,2917
4.857,-0.002930,-0.000977,0.959473,2.244275,-0.106870,0.366412,0.012367,-0.018626,0.993793,0.682627,0.595289,-0.142999,41.501,1.117,0.689,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,15.778,-0.341,0.199,14.418,24.910,100668.27,-140.949,1969,3576,4880,1607,2911
4.977,-0.015625,0.001709,0.972900,2.244275,-0.045802,0.274809,-0.000229,-0.015869,1.007167,0.682466,0.656155,-0.234515,41.498,1.157,0.753,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,15.605,-0.327,0.255,14.389,24.910,100667.94,-140.923,1965,3569,4874,1604,2909
5.097,0.005371,0.005615,0.968018,2.290076,-0.076336,0.351145,0.020870,-0.012452,1.002274,0.729074,0.626634,-0.158613,41.512,1.205,0.787,33.3027,-11.2844,29.7248,46.0432,37.4664,-10.1189,35.6492,52.6971,15.114,15.979,-0.308,0.162,14.394,24.900,100667.50,-140.886,1968,3570,4881,1602,2913
5.217,-0.011963,0.001465,0.970459,2.244275,-0.045802,0.335878,0.003422,-0.016165,1.004731,0.681821,0.655346,-0.173100,41.486,1.243,0.845,33.3945,-11.1009,29.8165,46.1243,37.5790,-9.9061,35.7639,52.8145,14.768,15.659,-0.303,0.199,14.376,24.900,100667.34,-140.875,1963,3571,4878,1608,2915
5.337,0.000732,0.006592,0.973145,2.152672,-0.061069,0.427481,0.016268,-0.011454,1.007379,0.591024,0.641091,-0.081930,41.501,1.275,0.885,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,15.867,-0.290,0.145,14.383,24.900,100667.00,-140.844,1971,3573,4875,1602,2904
5.457,0.000000,0.006592,0.969238,2.274809,-0.137405,0.442748,0.015529,-0.011349,1.003517,0.713484,0.565160,-0.066837,41.506,1.320,0.916,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,15.707,-0.253,0.090,14.381,24.900,100666.84,-140.833,1961,3565,4878,1604,2917
5.577,-0.004883,0.003418,0.961426,2.106870,-0.106870,0.351145,0.010542,-0.014216,0.995777,0.545545,0.595694,-0.158440,41.506,1.341,0.955,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,15.760,-0.266,0.081,14.374,24.910,100667.77,-140.907,1969,3575,4880,1606,2911
5.697,0.001953,0.008057,0.968750,2.290076,0.000000,0.320611,0.017522,-0.009928,1.003039,0.728590,0.702362,-0.188887,41.504,1.389,0.999,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,15.938,-0.234,0.040,14.372,24.910,100667.94,-140.923,1965,3569,4874,1604,2909
5.817,-0.013916,0.002686,0.972412,2.152672,-0.030534,0.320611,0.001507,-0.014930,1.006685,0.591347,0.672030,-0.188974,41.506,1.414,1.056,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,15.903,-0.256,0.111,14.371,24.910,100668.27,-140.949,1968,3570,4881,1602,2913
5.937,-0.003418,0.004150,0.960938,2.229008,-0.061069,0.305344,0.012027,-0.013515,0.995294,0.668974,0.643117,-0.204936,41.530,1.449,1.097,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,15.966,-0.258,0.096,14.367,24.910,100668.44,-140.965,1963,3571,4878,1608,2915
6.057,-0.011230,0.000244,0.981201,2.274809,-0.061069,0.274809,0.004140,-0.017639,1.015347,0.713484,0.641496,-0.234776,41.506,1.484,1.146,33.3945,-11.1009,29.7248,46.0650,37.5762,-9.9065,35.6529,52.7375,14.769,15.793,-0.269,0.136,14.349,24.910,100668.66,-140.986,1971,3573,4875,1602,2904
6.177,-0.008545,0.001221,0.978271,2.244275,-0.122137,0.381679,0.006848,-0.016675,1.012445,0.682627,0.580022,-0.127732,41.501,1.515,1.183,33.3027,-11.1009,29.6330,45.9393,37.4647,-9.9076,35.5391,52.5813,14.813,15.854,-0.280,0.146,14.345,24.910,100668.50,-140.971,1961,3565,4878,1604,2917
6.297,-0.002441,0.000244,0.967041,2.183206,-0.045802,0.290076,0.012904,-0.017582,1.001292,0.623496,0.658790,-0.220377,41.536,1.538,1.222,33.3027,-11.1927,29.6330,45.9616,37.4641,-10.0134,35.5386,52.6006,14.964,16.011,-0.312,0.123,14.340,24.910,100668.50,-140.971,1969,3576,4880,1607,2911
6.417,-0.019775,-0.001221,0.983887,2.183206,0.045802,0.320611,-0.004443,-0.018920,1.018031,0.622527,0.749176,-0.189321,41.518,1.559,1.291,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.014,-0.346,0.233,14.337,24.910,100668.33,-140.955,1965,3569,4874,1604,2909
6.537,-0.008545,-0.002441,0.961914,2.229008,-0.061069,0.335878,0.006715,-0.019985,0.996221,0.667038,0.640686,-0.173360,41.495,1.584,1.333,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,15.878,-0.369,0.237,14.323,24.910,100667.83,-140.912,1968,3570,4881,1602,2913
6.657,-0.013916,0.001953,0.977051,2.244275,-0.106870,0.320611,0.001495,-0.015763,1.011269,0.683434,0.596302,-0.189234,41.515,1.614,1.375,33.2110,-11.1009,29.6330,45.8728,37.3560,-9.9081,35.5363,52.5021,14.855,15.937,-0.358,0.272,14.309,24.910,100667.83,-140.912,1963,3571,4878,1608,2915
6.777,0.003906,0.003174,0.971191,2.152672,-0.061069,0.305344,0.019342,-0.014921,1.005399,0.591024,0.641091,-0.204068,41.501,1.635,1.400,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.054,-0.362,0.188,14.302,24.910,100667.76,-140.907,1971,3573,4875,1602,2904
6.897,-0.004639,-0.000488,0.968262,2.229008,0.045802,0.335878,0.010688,-0.018279,1.002504,0.668006,0.748771,-0.173880,41.512,1.660,1.448,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.062,-0.381,0.186,14.299,24.910,100667.59,-140.897,1961,3565,4878,1604,2917
7.017,-0.010742,0.005615,0.972168,2.366412,0.045802,0.290076,0.004763,-0.012084,1.006457,0.807186,0.751001,-0.220637,41.545,1.708,1.502,33.2110,-11.1927,29.7248,45.9544,37.3582,-10.0136,35.6469,52.5985,15.005,16.134,-0.340,0.226,14.293,24.910,100667.09,-140.854,1969,3575,4880,1606,2911
7.137,0.009766,0.007568,0.953857,2.229008,-0.122137,0.335878,0.025295,-0.010316,0.988259,0.668813,0.581845,-0.174314,41.527,1.740,1.511,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.116,-0.309,0.098,14.292,24.910,100666.50,-140.801,1965,3569,4874,1604,2909
7.257,-0.005127,0.000977,0.962891,2.167939,0.000000,0.320611,0.010231,-0.016683,0.997205,0.606291,0.702160,-0.188800,41.501,1.758,1.552,33.3027,-11.1927,29.9083,46.1395,37.4725,-10.0120,35.8717,52.8319,14.959,16.124,-0.335,0.105,14.292,24.910,100666.50,-140.801,1968,3570,4881,1602,2913
7.377,-0.002197,0.007080,0.968750,2.335878,-0.015267,0.381679,0.013344,-0.010788,1.003049,0.776006,0.689121,-0.128687,41.533,1.801,1.587,33.3945,-11.1009,29.8165,46.1243,37.5790,-9.9061,35.7639,52.8145,14.768,15.962,-0.285,0.086,14.286,24.910,100665.94,-140.754,1963,3571,4878,1608,2915
7.497,-0.002441,0.004883,0.959229,2.213740,-0.061069,0.366412,0.013021,-0.012773,0.993606,0.652738,0.641901,-0.143346,41.512,1.827,1.615,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,16.021,-0.275,0.066,14.285,24.910,100665.77,-140.743,1971,3573,4875,1602,2904
7.617,-0.003906,0.004639,0.971436,2.290076,-0.030534,0.320611,0.011571,-0.013239,1.005691,0.730366,0.674057,-0.189842,41.536,1.862,1.649,33.3027,-11.1009,29.8165,46.0579,37.4703,-9.9066,35.7612,52.7354,14.809,16.042,-0.260,0.064,14.278,24.900,100665.34,-140.706,1961,3565,4878,1604,2917
7.737,0.002441,0.009277,0.970215,2.320611,0.030534,0.381679,0.018048,-0.008753,1.004498,0.759609,0.733504,-0.128079,41.512,1.904,1.682,33.3945,-11.2844,29.6330,46.0505,37.5723,-10.1188,35.5409,52.6994,15.073,16.313,-0.229,0.029,14.299,24.900,100665.34,-140.706,1969,3576,4880,1607,2911
7.857,-0.010498,0.000244,0.971680,2.213740,0.000000,0.381679,0.004855,-0.017454,1.005921,0.653061,0.703375,-0.128252,41.518,1.923,1.725,33.3027,-11.0092,29.8165,46.0359,37.4709,-9.8008,35.7616,52.7164,14.658,15.931,-0.251,0.079,14.292,24.900,100665.91,-140.754,1965,3569,4874,1604,2909
7.977,-0.009033,0.000488,0.972900,2.213740,-0.030534,0.335878,0.006329,-0.017278,1.007124,0.652254,0.671827,-0.173620,41.504,1.941,1.763,33.3945,-11.1927,29.7248,46.0872,37.5757,-10.0124,35.6524,52.7568,14.920,16.183,-0.283,0.112,14.296,24.900,100666.50,-140.801,1968,3570,4881,1602,2913
8.097,-0.000732,0.002197,0.971436,2.213740,-0.076336,0.381679,0.014676,-0.015772,1.005652,0.652900,0.626836,-0.128166,41.515,1.961,1.784,33.3945,-11.1927,29.7248,46.0872,37.5757,-10.0124,35.6524,52.7568,14.920,16.194,-0.299,0.079,14.303,24.900,100666.84,-140.833,1963,3571,4878,1608,2915
8.217,-0.017334,0.000244,0.973633,2.122137,0.061069,0.351145,-0.001978,-0.017302,1.007886,0.561458,0.764443,-0.158787,41.518,1.968,1.841,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.231,-0.335,0.180,14.308,24.900,100667.00,-140.844,1971,3573,4875,1602,2904
8.337,-0.004639,0.001221,0.966553,2.229008,-0.030534,0.320611,0.010733,-0.016532,1.000829,0.668651,0.673246,-0.189495,41.524,1.989,1.871,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,16.199,-0.344,0.170,14.302,24.900,100666.67,-140.817,1961,3565,4878,1604,2917
8.457,-0.013428,0.002686,0.974609,2.198473,-0.030534,0.427481,0.001999,-0.014992,1.008857,0.637471,0.672435,-0.082277,41.512,2.007,1.910,33.3945,-11.2844,29.8165,46.1688,37.5779,-10.1178,35.7630,52.8532,15.069,16.350,-0.353,0.223,14.319,24.910,100666.44,-140.796,1969,3576,4880,1607,2911
8.577,-0.001465,0.001221,0.972412,2.244275,-0.015267,0.366412,0.013918,-0.016749,1.006613,0.683919,0.688513,-0.143693,41.524,2.028,1.937,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,16.114,-0.350,0.185,14.309,24.910,100665.59,-140.728,1965,3569,4874,1604,2909
8.697,-0.003174,0.006592,0.975830,2.244275,-0.076336,0.381679,0.012366,-0.011401,1.010055,0.683596,0.627039,-0.128252,41.518,2.055,1.958,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.279,-0.321,0.158,14.312,24.910,100665.27,-140.701,1968,3570,4881,1602,2913
8.817,-0.002686,0.006104,0.964844,2.167939,-0.076336,0.335878,0.012821,-0.011666,0.999176,0.608390,0.628458,-0.174662,41.539,2.072,1.978,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.286,-0.309,0.131,14.312,24.910,100665.33,-140.706,1963,3571,4878,1608,2915
8.937,0.005371,0.005371,0.960938,2.290076,-0.015267,0.351145,0.020851,-0.012543,0.995265,0.729720,0.688513,-0.158960,41.524,2.102,1.996,33.3027,-11.1927,29.6330,45.9616,37.4641,-10.0134,35.5386,52.6006,14.964,16.305,-0.291,0.059,14.315,24.910,100665.50,-140.717,1971,3573,4875,1602,2904
9.057,-0.014648,0.002686,0.974121,2.229008,-0.091603,0.381679,0.000777,-0.014947,1.008380,0.668974,0.612582,-0.128600,41.530,2.122,2.027,33.3027,-11.1927,29.8165,46.0801,37.4697,-10.0125,35.7607,52.7547,14.961,16.319,-0.299,0.126,14.323,24.910,100665.00,-140.675,1961,3565,4878,1604,2917
9.177,-0.010254,-0.003418,0.972412,2.229008,0.045802,0.381679,0.004997,-0.021140,1.006609,0.669782,0.751001,-0.129034,41.545,2.134,2.069,33.3945,-11.1927,29.6330,46.0281,37.5729,-10.0129,35.5414,52.6799,14.922,16.271,-0.345,0.171,14.327,24.910,100665.43,-140.712,1969,3576,4880,1607,2911
9.297,-0.004639,-0.001709,0.966553,2.229008,-0.076336,0.259542,0.010650,-0.019463,1.000800,0.668329,0.627039,-0.250390,41.518,2.147,2.089,33.1193,-11.2844,29.7248,45.9106,37.2489,-10.1200,35.6436,52.5391,15.200,16.557,-0.388,0.161,14.330,24.910,100665.77,-140.743,1965,3569,4874,1604,2909
9.417,-0.018311,0.001465,0.979736,2.274809,-0.030534,0.320611,-0.002909,-0.016185,1.013942,0.715099,0.674057,-0.189842,41.536,2.170,2.130,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.333,-0.380,0.245,14.323,24.910,100666.19,-140.775,1968,3570,4881,1602,2913
9.537,-0.003418,-0.003662,0.970947,2.229008,0.061069,0.351145,0.011824,-0.021546,1.005125,0.668974,0.765254,-0.159134,41.530,2.181,2.164,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.334,-0.415,0.230,14.319,24.910,100666.36,-140.791,1963,3571,4878,1608,2915
9.657,-0.015625,0.001221,0.974365,2.259542,0.015267,0.396947,-0.000240,-0.016390,1.008612,0.699832,0.719858,-0.113507,41.536,2.201,2.206,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.341,-0.406,0.294,14.318,24.910,100666.19,-140.775,1971,3573,4875,1602,2904
9.777,0.009033,0.002441,0.960693,2.244275,-0.061069,0.351145,0.024430,-0.015572,0.994978,0.683757,0.642509,-0.158873,41.521,2.220,2.209,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,16.212,-0.387,0.168,14.303,24.920,100666.45,-140.796,1961,3565,4878,1604,2917
9.897,-0.002930,0.002441,0.965332,2.183206,0.015267,0.412214,0.012474,-0.015333,0.999625,0.622689,0.718844,-0.097805,41.521,2.231,2.235,33.3945,-11.1009,29.8165,46.1243,37.5790,-9.9061,35.7639,52.8145,14.768,16.174,-0.376,0.149,14.295,24.920,100666.12,-140.770,1969,3576,4880,1607,2911
10.017,-0.009277,0.004150,0.968994,2.290076,0.076336,0.290076,0.006181,-0.013523,1.003295,0.729235,0.779508,-0.219769,41.515,2.256,2.275,33.3027,-11.2844,29.7248,46.0432,37.4664,-10.1189,35.6492,52.6971,15.114,16.515,-0.362,0.189,14.298,24.920,100666.22,-140.780,1965,3569,4874,1604,2909
10.137,0.001953,0.005615,0.962402,2.152672,-0.061069,0.366412,0.017442,-0.012233,0.996733,0.591670,0.641901,-0.143346,41.512,2.267,2.285,33.3027,-11.1927,29.7248,46.0208,37.4669,-10.0130,35.6497,52.6776,14.963,16.378,-0.349,0.128,14.299,24.920,100666.05,-140.764,1968,3570,4881,1602,2913
10.257,-0.013184,0.002930,0.974609,2.259542,-0.106870,0.351145,0.002250,-0.014755,1.008859,0.698540,0.596099,-0.158613,41.512,2.287,2.307,33.3027,-11.1009,29.7248,45.9985,37.4675,-9.9071,35.6501,52.6583,14.811,16.245,-0.334,0.171,14.291,24.920,100666.16,-140.775,1963,3571,4878,1608,2915
10.377,-0.005127,0.006592,0.977539,2.290076,-0.045802,0.351145,0.010416,-0.011383,1.011756,0.728590,0.656560,-0.158353,41.504,2.314,2.326,33.3027,-11.0092,29.7248,45.9765,37.4681,-9.8012,35.6506,52.6392,14.659,16.119,-0.286,0.159,14.273,24.920,100666.41,-140.796,1971,3573,4875,1602,2904
10.497,-0.006836,0.002197,0.963867,2.259542,-0.045802,0.396947,0.008558,-0.015435,0.998191,0.700155,0.659195,-0.113680,41.542,2.332,2.347,33.3945,-11.1927,29.8165,46.1464,37.5785,-10.0119,35.7635,52.8338,14.919,16.376,-0.294,0.165,14.282,24.930,100666.48,-140.801,1961,3565,4878,1604,2917
10.617,-0.016357,-0.001465,0.973145,2.152672,0.000000,0.290076,-0.001051,-0.019029,1.007381,0.592638,0.704185,-0.220203,41.530,2.334,2.384,33.2110,-11.1927,29.7248,45.9544,37.3582,-10.0136,35.6469,52.5985,15.005,16.454,-0.342,0.243,14.282,24.930,100665.98,-140.759,1969,3576,4880,1607,2911
